city,index
Dupo-Illinois,138.3
Dupont-Pennsylvania,64
Duquesne-Missouri,178.2
Duquesne-Pennsylvania,533.2
Durand-Illinois,74
Durand-Michigan,71.1
Durand-Wisconsin,105
Durango-Colorado,266.4
Durant-Oklahoma,323.2
Durham-New-Hampshire,27.5
Durham-New-York,4.5
Durham-North-Carolina,402.2
Duryea-Pennsylvania,86.7
Duvall-Washington,65
Duxbury-Massachusetts,35.1
Dwight-Illinois,95.7
Dyer-Arkansas,196.8
Dyer-Indiana,58.5
Dyer-Tennessee,100.7
Dyersburg-Tennessee,576.3
Dyersville-Iowa,60.3
Eagan-Minnesota,110.2
Eagar-Arizona,106
Eagle-Butte-South-Dakota,5.9
Eagle-Colorado,153
Eagle-Grove-Iowa,100.9
Eagle-Lake-Minnesota,88.6
Eagle-Lake-Texas,105.1
Eagle-Pass-Texas,146.5
Eagle-Point-Oregon,144
Eagle-River-Wisconsin,201.6
Eagle-Wisconsin,63.4
Earle-Arkansas,282.6
Earlville-Illinois,125.9
Early-Texas,269.2
Easley-South-Carolina,338.8
East-Alton-Illinois,287.1
East-Bangor-Pennsylvania,4.7
East-Berlin-Pennsylvania,7.8
East-Brewton-Alabama,299.8
East-Bridgewater-Massachusetts,73
East-Brookfield-Massachusetts,56.3
East-Brunswick-New-Jersey,67.5
East-Carbon-Utah,102.7
East-Carondelet-Illinois,469
East-Chicago-Indiana,424.9
East-Cleveland-Ohio,316.2
East-Conemaugh-Pennsylvania,226
East-Dublin-Georgia,323
East-Dubuque-Illinois,204.3
East-Dundee-Illinois,79.4
East-Earl-Pennsylvania,54.8
East-Ellijay-Georgia,1310.6
East-Fishkill-New-York,37.2
East-Galesburg-Illinois,30.7
East-Grand-Forks-Minnesota,92.2
East-Grand-Rapids-Michigan,57.2
East-Greenbush-New-York,123.2
East-Greenwich-Rhode-Island,40.2
East-Hampton-Connecticut,44.9
East-Hampton-New-York,55.3
East-Hartford-Connecticut,142.1
East-Haven-Connecticut,138
East-Hazel-Crest-Illinois,211
East-Helena-Montana,301.7
East-Jordan-Michigan,129.7
East-Kingston-New-Hampshire,23
East-Lansdowne-Pennsylvania,222.5
East-Lansing-Michigan,180
East-Liverpool-Ohio,103.9
Lawton-Oklahoma,456
Layton-Utah,161.8
Le-Center-Minnesota,14.1
Le-Claire-Iowa,70.5
Le-Mars-Iowa,158.7
Le-Roy-Illinois,101.4
Le-Roy-New-York,106.5
Le-Sueur-Minnesota,37.4
Leachville-Arkansas,194.8
Lead-South-Dakota,39.9
Leadington-Missouri,214.5
Leadville-Colorado,174.5
Leadwood-Missouri,328.8
League-City-Texas,121.8
Leakesville-Mississippi,51.3
Leander-Texas,92.7
Leasburg-Missouri,153.6
Leavenworth-Kansas,413.7
Leawood-Kansas,76.7
Lebanon-Illinois,73.1
Lebanon-Junction-Kentucky,17.2
Lebanon-Kentucky,164.8
Lebanon-Missouri,368
Lebanon-New-Hampshire,156
Lebanon-New-Jersey,20.6
Lebanon-Ohio,181.2
Lebanon-Oregon,167.7
Lebanon-Pennsylvania,170.2
Lebanon-Tennessee,251.6
Lebanon-Virginia,307.5
Lebo-Kansas,18
Ledyard-Connecticut,48.8
Lee-Massachusetts,116.6
Lee-New-Hampshire,35.4
Lee-s-Summit-Missouri,143.9
Leechburg-Pennsylvania,76.4
Leeds-Alabama,337.4
Leeds-Utah,20.7
Leesburg-Alabama,283.1
Leesburg-Florida,463.4
Leesburg-Georgia,336.3
Leesburg-Virginia,105.5
Leesville-Louisiana,552.1
Leeton-Missouri,28.9
Leetsdale-Pennsylvania,149.2
Lehi-Utah,93.3
Lehighton-Pennsylvania,179.9
Leicester-Massachusetts,136.3
Leighton-Alabama,398.6
Leitchfield-Kentucky,181.3
Leland-Grove-Illinois,5.4
Leland-Illinois,8.7
Leland-Mississippi,264.3
Leland-North-Carolina,109.1
Lemmon-South-Dakota,3.2
Lemon-Grove-California,271.2
Lemont-Illinois,86.4
Lemoore-California,213.6
Lena-Illinois,34.5
Lenexa-Kansas,113.7
Lennon-Michigan,62.2
Lennox-South-Dakota,91.7
Lenoir-City-Tennessee,230.3
Lenoir-North-Carolina,389
Lenox-Massachusetts,117.4
Lenzburg-Illinois,49.3
Leominster-Massachusetts,230.3
Leon-Iowa,91.5
Leon-Valley-Texas,259.1
Leonia-New-Jersey,40.2
Lepanto-Arkansas,125
Leslie-Michigan,67.1
Lester-Prairie-Minnesota,38.3
Level-Plains-Alabama,284.7
Levelland-Texas,488.6
Leverett-Massachusetts,20.2
Lewes-Delaware,104.1
Lewisburg-Kentucky,13.7
Lewisburg-Pennsylvania,125.6
Lewisburg-Tennessee,252.9
Lewisburg-West-Virginia,102.1
Lewisport-Kentucky,13
Lewiston-Idaho,189.3
Lewiston-Maine,211
Lewiston-Minnesota,21.2
Lewistown-Illinois,106.1
Lewistown-Montana,184.6
Lewistown-Pennsylvania,241.8
Lewisville-Arkansas,175.6
Lewisville-Texas,178.6
Lexington-Alabama,52.8
Lexington-Illinois,42.5
Lexington-Massachusetts,28.5
Lexington-Michigan,10.9
Lexington-Mississippi,330.2
Lexington-Missouri,99.5
Lexington-Nebraska,160.1
Lexington-North-Carolina,367.3
Lexington-Ohio,4.3
Lexington-Oklahoma,138
Lexington-South-Carolina,215.4
Lexington-Tennessee,266.1
Lexington-Texas,262
Lexington-Virginia,46
Libby-Montana,148
Liberal-Kansas,165.1
Liberal-Missouri,190.5
Liberty-Kentucky,48.3
Liberty-Lake-Washington,85.7
Liberty-Missouri,149.7
Liberty-New-York,383.3
Liberty-North-Carolina,60.3
Liberty-Pennsylvania,8.1
Liberty-South-Carolina,265.5
Liberty-Texas,191.6
Libertyville-Illinois,79.1
Licking-Missouri,113.1
Lighthouse-Point-Florida,98.1
Ligonier-Indiana,38
Ligonier-Pennsylvania,65.6
Lilburn-Georgia,190.8
Lillington-North-Carolina,233.9
Lima-Ohio,477
Limestone-Maine,59.5
Limon-Colorado,6.2
Lincoln-Alabama,494.6
Lincoln-Arkansas,272
Lincoln-California,65.4
Lincoln-City-Oregon,464.7
Lincoln-Illinois,178.1
Lincoln-Maine,111.3
Lincoln-Massachusetts,30.9
Lincoln-Michigan,96
Lincoln-Missouri,234.9
Lincoln-Nebraska,278.4
Lincoln-New-Hampshire,82.3
Lincoln-North-Dakota,55.9
Lincoln-Park-Michigan,284.5
Lincoln-Park-New-Jersey,26.8
Lincoln-Rhode-Island,120.9
Lincolnshire-Illinois,49.3
Lincolnton-Georgia,236.2
Lincolnton-North-Carolina,271.5
Lincolnville-Maine,60.1
Lincolnwood-Illinois,110.8
Lindale-Texas,169.6
Linden-Alabama,115.3
Linden-Michigan,34
Linden-New-Jersey,241.3
Linden-Texas,119.4
Lindenhurst-Illinois,36.2
Lindenwold-New-Jersey,371.9
Lindon-Utah,145.8
Lindsay-California,239.7
Lindsay-Oklahoma,280.6
Lindsborg-Kansas,84.1
Linesville-Pennsylvania,122
Lineville-Alabama,185.8
Linn-Creek-Missouri,57.1
Linn-Missouri,45.5
Linn-Wisconsin,23.3
Lino-Lakes-Minnesota,59.7
Linton-Indiana,140.4
Linwood-New-Jersey,67.8
Lipscomb-Alabama,344.6
Lisbon-Iowa,140.2
Lisbon-Maine,91.6
Lisbon-New-Hampshire,38.5
Lisbon-North-Dakota,117.9
Lisbon-Ohio,92
Lisle-Illinois,48.2
Litchfield-Illinois,176.1
Litchfield-Michigan,57
Litchfield-Minnesota,143.5
Litchfield-New-Hampshire,31.5
Bourbonnais-Illinois,147.1
Bourne-Massachusetts,147.6
Bovey-Minnesota,25.3
Bovina-Texas,72.8
Bow-Mar-Colorado,55.3
Bow-New-Hampshire,33.4
Bowdon-Georgia,189.4
Bowie-Maryland,104.5
Bowie-Texas,272.2
Bowling-Green-Florida,118.7
Bowling-Green-Kentucky,348.8
Bowling-Green-Missouri,184.1
Bowling-Green-Ohio,133.6
Bowman-North-Dakota,48.6
Bowman-South-Carolina,652.7
Box-Elder-South-Dakota,225.9
Boxborough-Massachusetts,31
Boxford-Massachusetts,6.9
Boyceville-Wisconsin,225.7
Boyd-Minnesota,12.3
Boyd-Texas,34.4
Boyertown-Pennsylvania,87
Boykins-Virginia,72.4
Boylston-Massachusetts,18.7
Boyne-City-Michigan,146.1
Boynton-Beach-Florida,342
Bozeman-Montana,180.8
Brackenridge-Pennsylvania,113.7
Bradbury-California,77.1
Braddock-Hills-Pennsylvania,6.6
Braddock-Pennsylvania,159.9
Bradenton-Beach-Florida,113.8
Bradenton-Florida,289.1
Bradford-Arkansas,103.8
Bradford-New-Hampshire,51.5
Bradford-Pennsylvania,353.1
Bradford-Tennessee,127.2
Bradford-Vermont,34.1
Bradley-Beach-New-Jersey,100.3
Bradley-Illinois,206.4
Brady-Texas,92.3
Braham-Minnesota,15.1
Braidwood-Illinois,104.5
Brainerd-Minnesota,336
Braintree-Massachusetts,88.5
Branchville-South-Carolina,119.7
Brandenburg-Kentucky,155.1
Brandon-Mississippi,84
Brandon-South-Dakota,31.6
Brandon-Vermont,142.6
Branford-Connecticut,74.8
Branson-Missouri,642.9
Branson-West-Missouri,1182.6
Braselton-Georgia,64.5
Brattleboro-Vermont,338.5
Brawley-California,230.4
Braymer-Missouri,9.4
Brazil-Indiana,196.2
Brazoria-Texas,225.4
Brea-California,202.1
Breaux-Bridge-Louisiana,478.7
Breckenridge-Colorado,305.4
Breckenridge-Hills-Missouri,311.1
Breckenridge-Michigan,25.4
Breckenridge-Minnesota,177.3
Breckenridge-Texas,144.9
Brecksville-Ohio,48.6
Breese-Illinois,68.5
Breezy-Point-Minnesota,8.3
Bremen-Georgia,307.9
Bremen-Indiana,131.1
Bremerton-Washington,291.2
Bremond-Texas,265.7
Brenham-Texas,261.4
Brent-Alabama,201.7
Brentwood-California,169.6
Brentwood-Maryland,206.9
Brentwood-Missouri,254.5
Brentwood-New-Hampshire,32.5
Brentwood-Pennsylvania,101.1
Brentwood-Tennessee,75.9
Brevard-North-Carolina,200.9
Brewer-Maine,146.8
Brewster-Massachusetts,94.9
Brewster-New-York,8.5
Brewster-Ohio,97.3
Brewster-Washington,214.9
Brewton-Alabama,319.1
Briar-Creek-Pennsylvania,106.9
Briarcliff-Manor-New-York,14.9
Bridge-City-Texas,126.2
Bridgeport-Alabama,119
Bridgeport-Connecticut,290.5
Bridgeport-Illinois,76.7
Bridgeport-Nebraska,54.7
Bridgeport-Ohio,75.2
Bridgeport-Pennsylvania,261.7
Bridgeport-Texas,142.1
Bridgeport-West-Virginia,128.3
Bridger-Montana,40.8
Bridgeton-Missouri,448.9
Bridgeton-New-Jersey,464.7
Bridgeview-Illinois,168.2
Bridgeville-Delaware,275.4
Bridgeville-Pennsylvania,88.1
Bridgewater-Massachusetts,71.1
Bridgewater-Pennsylvania,154.1
Bridgewater-Virginia,15.9
Bridgman-Michigan,59.4
Bridgton-Maine,80.5
Brielle-New-Jersey,36.9
Brier-Washington,57.6
Brigantine-New-Jersey,91.3
Brigham-City-Utah,181.9
Brighton-Alabama,1031
Brighton-Colorado,245.9
Brighton-Illinois,30.4
Brighton-Michigan,162.9
Brighton-New-York,100.3
Brighton-Tennessee,47.2
Brighton-Vermont,28.7
Brilliant-Alabama,241.1
Brillion-Wisconsin,109.4
Brimfield-Massachusetts,62.7
Brimfield-Ohio,122.8
Brinkley-Arkansas,418.2
Brisbane-California,241
Bristol-Connecticut,99.7
Bristol-New-Hampshire,235.2
Bristol-Pennsylvania,135.8
Bristol-Rhode-Island,53.6
Bristol-Tennessee,291.8
Bristol-Vermont,41.5
Bristol-Virginia,235.9
Bristow-Oklahoma,229.8
Broadmoor-California,186.9
Broadview-Heights-Ohio,6.2
Broadview-Illinois,272.8
Broadway-Virginia,16.1
Brockport-New-York,78.8
Brockton-Massachusetts,326.5
Brockway-Pennsylvania,131.2
Brodhead-Kentucky,54.1
Brodhead-Wisconsin,30.6
Broken-Arrow-Oklahoma,136.6
Broken-Bow-Nebraska,82.1
Broken-Bow-Oklahoma,610.2
Bronson-Michigan,332.8
Bronxville-New-York,24
Brook-Park-Ohio,61.2
Brookfield-Connecticut,44.1
Brookfield-Illinois,86.5
Brookfield-Missouri,183.4
Brookfield-Wisconsin,107
Brookhaven-Mississippi,369.2
Brookhaven-Pennsylvania,134.7
Brookings-Oregon,245.8
Brookings-South-Dakota,130
Brookland-Arkansas,189.1
Brooklawn-New-Jersey,565
Brooklet-Georgia,58.9
Brookline-Massachusetts,63.6
Brookline-New-Hampshire,17.9
Brooklyn-Center-Minnesota,321.9
Brooklyn-Heights-Ohio,84.7
Brooklyn-Illinois,671.4
Brooklyn-Ohio,312.4
Brooklyn-Park-Minnesota,290.2
Brooklyn-Wisconsin,27.1
Brookneal-Virginia,78.3
Brookport-Illinois,77.4
Brookshire-Texas,201
Brooksville-Florida,376.9
Brookville-Ohio,139.6
Brookville-Pennsylvania,59.4
Brookwood-Alabama,430.4
Broomfield-Colorado,170.2
Broussard-Louisiana,227.3
Brown-City-Michigan,83.9
Brown-Deer-Wisconsin,266.5
Brownfield-Texas,159.9
Brownsburg-Indiana,80.4
Brownstown-Indiana,209.3
Brownsville-Pennsylvania,151.9
Brownsville-Tennessee,622.9
Brownsville-Texas,230.2
Brownsville-Wisconsin,14
Brownton-Minnesota,22.1
Brownville-Maine,139.6
Brownville-New-York,3.7
Brownwood-Texas,297.5
Broxton-Georgia,575.7
Bruceton-Tennessee,150.7
Bruceville-Eddy-Texas,169.6
Brundidge-Alabama,86.8
Brunswick-Georgia,531.4
Brunswick-Maine,93.5
Brunswick-Maryland,138.2
Brunswick-Missouri,179.3
Brunswick-Ohio,38.1
Brush-Colorado,152
Brusly-Louisiana,144.3
Bryan-Ohio,15.4
Bryan-Texas,266
Bryant-Arkansas,239.3
Bryn-Athyn-Pennsylvania,44.7
Bryson-City-North-Carolina,313
Buchanan-Georgia,300.2
Buchanan-Michigan,313.3
Buchanan-New-York,59.7
Buckeye-Arizona,127.5
Buckeye-Lake-Ohio,419.6
Buckhannon-West-Virginia,170.6
Buckland-Massachusetts,140.7
Buckley-Washington,145.3
Buckner-Missouri,154.3
Bucksport-Maine,59.1
Bucyrus-Ohio,189.3
Buda-Illinois,38
Buda-Texas,102.4
Buellton-California,68.7
Buena-New-Jersey,89.9
Buena-Park-California,204.5
Buena-Vista-Colorado,44.1
Buena-Vista-Georgia,131.8
Buena-Vista-Michigan,454.2
Buena-Vista-Virginia,65.1
Buffalo-Grove-Illinois,49.3
Buffalo-Illinois,334.8
Buffalo-Iowa,123.4
Buffalo-Lake-Minnesota,173.5
Buffalo-Minnesota,119.5
Buffalo-Missouri,163
Buffalo-New-York,450.3
Buffalo-Wyoming,110
Buhl-Idaho,191.7
Buhler-Kansas,44.9
Bull-Shoals-Arkansas,74.1
Bull-Valley-Illinois,25.3
Bullard-Texas,74.7
Bullhead-City-Arizona,277
Bulverde-Texas,82.1
Lithonia-Georgia,498.6
Lithopolis-Ohio,50.3
Lititz-Pennsylvania,74.4
Little-Canada-Minnesota,32.2
Little-Compton-Rhode-Island,41.9
Little-Elm-Texas,109.3
Little-Falls-Minnesota,120.5
Little-Falls-New-Jersey,56.5
Little-Falls-New-York,129.7
Little-Ferry-New-Jersey,75.2
Little-Flock-Arkansas,181.3
Little-Rock-Arkansas,713.8
Little-Silver-New-Jersey,36.4
Littlefield-Texas,264.6
Littlestown-Pennsylvania,131
Littleton-Colorado,185.5
Littleton-Massachusetts,70.4
Littleton-New-Hampshire,246.6
Littleville-Alabama,49.7
Live-Oak-Florida,326.3
Live-Oak-Texas,227.8
Livermore-California,148.6
Livermore-Falls-Maine,262
Liverpool-New-York,18.2
Livingston-Alabama,224.9
Livingston-California,188.2
Livingston-Illinois,167.7
Livingston-Montana,307.7
Livingston-New-Jersey,63.5
Livingston-Tennessee,157.4
Livingston-Texas,435.6
Livonia-Michigan,120.8
Llano-Texas,101.6
Lloyd-Harbor-New-York,25.1
Lloyd-New-York,67
Loami-Illinois,103.2
Loch-Arbour-New-Jersey,329.6
Lochbuie-Colorado,116.6
Lock-Haven-Pennsylvania,140.6
Lockhart-Alabama,210.7
Lockhart-Texas,60.3
Lockland-Ohio,331.7
Lockney-Texas,166.1
Lockport-Illinois,71.3
Lockport-New-York,259.3
Lockwood-Missouri,50.7
Locust-Grove-Georgia,377.8
Locust-Grove-Oklahoma,156.3
Locust-North-Carolina,142.9
Lodi-California,236.1
Lodi-New-Jersey,91.2
Lodi-Wisconsin,53.4
Log-Lane-Village-Colorado,49.6
Logan-New-Mexico,139.7
Logan-Ohio,452.6
Logan-Utah,157.2
Logan-West-Virginia,516
Logansport-Indiana,232.8
Loganville-Georgia,151.2
Loma-Linda-California,209.4
Lombard-Illinois,119.8
Lomira-Wisconsin,76.1
Lomita-California,154.5
Lompoc-California,350.9
London-Kentucky,246.6
London-Mills-Illinois,49.5
London-Ohio,222.8
Londonderry-New-Hampshire,66.7
Lone-Grove-Oklahoma,15.5
Lone-Jack-Missouri,195.2
Lone-Oak-Kentucky,16.1
Lone-Star-Texas,289.2
Lone-Tree-Colorado,395.5
Long-Beach-California,297.4
Long-Beach-Indiana,55.4
Long-Beach-Mississippi,122
Long-Beach-New-York,21.2
Long-Beach-Washington,60.4
Long-Branch-New-Jersey,193
Long-Prairie-Minnesota,111
Long-View-North-Carolina,139
Longboat-Key-Florida,34.8
Longmeadow-Massachusetts,62.5
Longmont-Colorado,293.3
Longport-New-Jersey,80.8
Longview-Texas,295.7
Longview-Washington,247.7
Longwood-Florida,203.5
Lonoke-Arkansas,297.8
Lonsdale-Minnesota,32.6
Loogootee-Indiana,66.2
Lookout-Mountain-Georgia,58.1
Lookout-Mountain-Tennessee,46.6
Lorain-Ohio,249
Lordsburg-New-Mexico,199.6
Lordstown-Ohio,57.9
Lorena-Texas,272
Lorenzo-Texas,78.8
Loretto-Tennessee,105.6
Loris-South-Carolina,496.7
Los-Alamitos-California,79.5
Los-Alamos-New-Mexico,80.2
Los-Altos-California,74.5
Los-Altos-Hills-California,55.1
Los-Angeles-California,337.2
Los-Banos-California,224.9
Los-Fresnos-Texas,210
Los-Gatos-California,78.8
Los-Lunas-New-Mexico,495.8
Lott-Texas,138.1
Loudon-New-Hampshire,96.5
Loudon-Tennessee,78.7
Loudonville-Ohio,258.4
Louisa-Kentucky,77.4
Louisa-Virginia,120.9
Louisburg-Kansas,85.2
Louisburg-North-Carolina,374.2
Louisiana-Missouri,254.9
Louisville-Alabama,92.5
Louisville-Colorado,93.4
Louisville-Georgia,410.1
Louisville-Mississippi,112.1
Louisville-Ohio,63.7
Loveland-Colorado,191.7
Loveland-Ohio,92.1
Lovell-Wyoming,89
Lovelock-Nevada,212.6
Loves-Park-Illinois,203.9
Lovington-Illinois,180.1
Lovington-New-Mexico,198.2
Lowell-Arkansas,140.3
Lowell-Indiana,11.4
Lowell-Massachusetts,172.2
Lowell-Michigan,154.4
Lower-Allen-Pennsylvania,103.7
Lower-Burrell-Pennsylvania,95.7
Lowry-City-Missouri,13.1
Lowville-New-York,36.8
Loxley-Alabama,580.1
Loyall-Kentucky,29.7
Lubbock-Texas,519.5
Lucedale-Mississippi,135.4
Ludington-Michigan,279.8
Ludlow-Illinois,55.4
Ludlow-Kentucky,201.8
Ludlow-Massachusetts,120.9
Ludlow-Vermont,110.9
Ludowici-Georgia,54.6
Lufkin-Texas,376
Luling-Texas,233
Lumber-City-Georgia,31.3
Lumberton-North-Carolina,1222
Lumberton-Texas,111
Luna-Pier-Michigan,68.9
Lunenburg-Massachusetts,109.6
Luray-Virginia,178.7
Lusk-Wyoming,166.6
Lutcher-Louisiana,80.2
Luther-Oklahoma,73.1
Luverne-Alabama,304.3
Luxemburg-Wisconsin,94.6
Luxora-Arkansas,47.2
Lyford-Texas,147
Lykens-Pennsylvania,4
Lyman-South-Carolina,289.8
Lynbrook-New-York,42.5
Lynch-Kentucky,10
Lynchburg-Ohio,245.3
Lynchburg-South-Carolina,462
Lynchburg-Virginia,218.2
Lyndeborough-New-Hampshire,17.8
Lynden-Washington,112.3
Lyndhurst-Ohio,70.1
Lyndon-Kansas,185
Lyndonville-Vermont,157.8
Lynn-Alabama,32
Lynn-Haven-Florida,108.1
Lynn-Massachusetts,218
Lynnfield-Massachusetts,28.6
Lynnview-Kentucky,72
Lynnwood-Washington,315.1
Lynwood-California,297
Lynwood-Illinois,223.8
Lyons-Georgia,102
Lyons-Illinois,114.2
Lyons-Kansas,153.7
Lyons-Nebraska,110.5
Lyons-New-York,335.2
Lytle-Texas,158.5
Mabton-Washington,216
Macedonia-Ohio,98.5
Machesney-Park-Illinois,179.3
Machias-Maine,127.5
Mackinac-Island-Michigan,897.4
Mackinaw-City-Michigan,123
Mackinaw-Illinois,158.9
Port-Washington-Wisconsin,90.7
Port-Wentworth-Georgia,196.6
Portage-Indiana,133.9
Portage-Michigan,236.6
Portage-Pennsylvania,75.3
Portage-Wisconsin,116.1
Portageville-Missouri,207.5
Portales-New-Mexico,282
Porter-Indiana,67.4
Porterdale-Georgia,170.7
Porterville-California,197.9
Portland-Connecticut,36.3
Portland-Indiana,112
Portland-Maine,205.1
Portland-Michigan,186.7
Portland-Oregon,431
Portland-Pennsylvania,54.3
Portland-Tennessee,177.4
Portland-Texas,110.5
Portsmouth-New-Hampshire,127
Portsmouth-Ohio,429.1
Portsmouth-Rhode-Island,47.5
Portsmouth-Virginia,549.5
Porum-Oklahoma,5.7
Posen-Illinois,163
Post-Falls-Idaho,137.6
Poteau-Oklahoma,303.4
Poteet-Texas,156.6
Poth-Texas,33.5
Potomac-Illinois,104.9
Potosi-Missouri,538.9
Potsdam-New-York,38.8
Potterville-Michigan,4.4
Pottsboro-Texas,21.4
Pottstown-Pennsylvania,422.7
Pottsville-Arkansas,123.9
Pottsville-Pennsylvania,180
Poughkeepsie-New-York,323.9
Poulan-Georgia,104.2
Poulsbo-Washington,186.3
Pound-Ridge-New-York,43
Pound-Virginia,140.6
Poway-California,80.8
Powder-Springs-Georgia,129.9
Powderly-Kentucky,38
Powell-Alabama,148.2
Powell-Ohio,38.8
Powell-Wyoming,241.5
Powhatan-Point-Ohio,99.1
Poynette-Wisconsin,86.4
Prague-Oklahoma,248.2
Prairie-City-Iowa,21.9
Prairie-Grove-Arkansas,226.4
Prairie-Grove-Illinois,10.2
Prairie-View-Texas,42.9
Prairie-Village-Kansas,85
Prairie-du-Chien-Wisconsin,107.2
Pratt-Kansas,183.9
Prattville-Alabama,232.2
Premont-Texas,269.3
Prescott-Arizona,206.4
Prescott-Arkansas,346.7
Prescott-Valley-Arizona,112.3
Prescott-Wisconsin,89.1
Presidio-Texas,36.8
Presque-Isle-Maine,213.5
Preston-Idaho,142.2
Preston-Maryland,44.1
Preston-Minnesota,9.3
Prestonsburg-Kentucky,98
Price-Utah,376.9
Priceville-Alabama,97.6
Prichard-Alabama,575.5
Priest-River-Idaho,203.4
Primera-Texas,65.8
Princess-Anne-Maryland,504.4
Princeton-Illinois,132
Princeton-Indiana,214.2
Princeton-Kentucky,178.9
Princeton-Massachusetts,23.4
Princeton-Minnesota,177.9
Princeton-New-Jersey,43
Princeton-Texas,159.3
Princeton-West-Virginia,305.6
Princeton-Wisconsin,122.5
Prineville-Oregon,200.4
Pringle-Pennsylvania,160.9
Prior-Lake-Minnesota,156.9
Proctor-Minnesota,223.5
Progreso-Texas,128.6
Prospect-Heights-Illinois,71.7
Prospect-Kentucky,44.8
Prospect-Park-New-Jersey,108.7
Prospect-Park-Pennsylvania,116.5
Prosper-Texas,51.8
Prosperity-South-Carolina,122.2
Prosser-Washington,126.8
Providence-Kentucky,22.8
Providence-Rhode-Island,304
Provincetown-Massachusetts,233.4
Provo-Utah,117.1
Pryor-Creek-Oklahoma,275
Pueblo-Colorado,451.2
Pulaski-New-York,42.2
Pulaski-Tennessee,430.8
Pulaski-Virginia,333.4
Pulaski-Wisconsin,63.4
Pullman-Washington,87.3
Punta-Gorda-Florida,76.9
Punxsutawney-Pennsylvania,30.4
Purcell-Oklahoma,261.4
Purcellville-Virginia,37.6
Purdy-Missouri,267.3
Purvis-Mississippi,9.2
Puryear-Tennessee,144.1
Putnam-Connecticut,132.6
Puxico-Missouri,181.8
Puyallup-Washington,347.5
Quakertown-Pennsylvania,182.8
Quantico-Virginia,7.3
Quarryville-Pennsylvania,103
Quartzsite-Arizona,244.1
Queen-City-Texas,495.2
Questa-New-Mexico,102.7
Quincy-Florida,526.9
Quincy-Illinois,358.9
Quincy-Massachusetts,165.8
Quincy-Michigan,119.4
Quincy-Washington,135.6
Quinlan-Texas,528.3
Quitman-Arkansas,184.2
Quitman-Georgia,640.1
Quitman-Texas,336.3
Qulin-Missouri,130.2
Quogue-New-York,137.9
Raceland-Kentucky,103.6
Racine-Wisconsin,190.9
Radcliff-Kentucky,280.8
Radford-Virginia,137.9
Radnor-Township-Pennsylvania,73.5
Raeford-North-Carolina,288.1
Ragland-Alabama,34
Rahway-New-Jersey,59.8
Rainbow-City-Alabama,30.3
Rainier-Oregon,157.2
Rainier-Washington,145.3
Rainsville-Alabama,173.7
Raleigh-Illinois,192.4
Raleigh-North-Carolina,165.5
Ralls-Texas,72.8
Ralston-Nebraska,180.5
Ramapo-New-York,47.4
Ramona-Oklahoma,53.4
Ramseur-North-Carolina,313.6
Ramsey-Illinois,149.6
Ramsey-Minnesota,90.8
Ramsey-New-Jersey,49.7
Ranburne-Alabama,236.6
Rancho-Cordova-California,182
Rancho-Cucamonga-California,172.7
Rancho-Mirage-California,221.7
Rancho-Palos-Verdes-California,65.4
Rancho-Santa-Margarita-California,47.4
Rancho-Viejo-Texas,21.8
Randleman-North-Carolina,169.4
Randolph-Massachusetts,123.7
Randolph-Vermont,35.4
Rangeley-Maine,38.5
Rangely-Colorado,62.8
Ranger-Texas,290.5
Rankin-Pennsylvania,361.8
Blair-Wisconsin,87.7
Blairstown-New-Jersey,46.3
Blairsville-Georgia,39.3
Blairsville-Pennsylvania,153.6
Blakely-Georgia,338.9
Blakely-Pennsylvania,47.7
Blanchard-Louisiana,59.1
Blanchard-Oklahoma,68.2
Blanchardville-Wisconsin,121.4
Blanchester-Ohio,136.4
Blanco-Texas,75.5
Bland-Missouri,362.3
Blanding-Utah,116.3
Blawnox-Pennsylvania,31.9
Blissfield-Michigan,130.2
Bloomer-Wisconsin,135.5
Bloomfield-Connecticut,155.3
Bloomfield-Hills-Michigan,72
Bloomfield-Iowa,69.6
Bloomfield-Kentucky,7.5
Bloomfield-Missouri,152.8
Bloomfield-New-Jersey,68.4
Bloomfield-New-Mexico,501.1
Bloomfield-Township-Michigan,41.9
Bloomfield-Wisconsin,76.5
Blooming-Prairie-Minnesota,15.8
Bloomingdale-Georgia,111
Bloomingdale-Illinois,125.1
Bloomingdale-Michigan,250
Bloomingdale-New-Jersey,51.6
Bloomington-Illinois,212.8
Bloomington-Indiana,282.5
Bloomington-Minnesota,255.8
Bloomsburg-Pennsylvania,128.7
Blossburg-Pennsylvania,42.3
Blountstown-Florida,124.5
Blountsville-Alabama,295.5
Blowing-Rock-North-Carolina,97.1
Blue-Ash-Ohio,112.1
Blue-Earth-Minnesota,76.8
Blue-Grass-Iowa,185.9
Blue-Island-Illinois,261.7
Blue-Lake-California,409
Blue-Mound-Illinois,21.4
Blue-Mound-Texas,109.1
Blue-Mounds-Wisconsin,40.3
Blue-Ridge-Georgia,152.3
Blue-River-Colorado,21.3
Blue-Springs-Missouri,169.6
Bluefield-Virginia,318.7
Bluefield-West-Virginia,261.3
Bluff-City-Tennessee,128.8
Bluffdale-Utah,111.5
Bluffs-Illinois,16.9
Bluffton-Indiana,107.1
Bluffton-Ohio,99.8
Bluffton-South-Carolina,111.4
Blythe-California,291.1
Blytheville-Arkansas,539.2
Boardman-Ohio,274.4
