City,State,Population over 16 Years,Labor Force,Civilian Labor Force,Employed,Unemployed,Armed Forces,Not In Labor Force,Female Population,Female Labor Force,Female Civilian Labor Force,Female Employed,Have Children Under 6 Years,Have Children Under 6 Years And All Parents in Labor Force,Have Children Between 6 And 17 Years,Have Children Between 6 And 17 Years And All Parents In Labor Force,DP03_0018E,Commute Via Personal Vehicle,Commute Via Carpool,Commute Via Public Transportation,Commute Via Foot,Commute Via Other Means,Worked From Home,Mean Travel Time In Minutes,DP03_0026E,Occupation Management Business Science and Arts,Occupation Service,Occupation Sales and Office,Occupation Natural Resources Construction And Maintenance,Occupation Production Transportation and Material Moving,DP03_0032E,Industry Agriculture Forestry Fishing Hunting And Mining,Industry Construction,Industry Manufacturing,Industry Wholesale,Industry Retail,Industry Transportation Warehousing and Utilities,Industry Information,Industry Finance Insurance Real Estate Rental and Leasing,Industry Professional Scientific Management Administrative and Waste,Industry Educational Health Care And Social Assistance,Industry Arts Entertainment Recreation Accomodation And Food Services,Industry Other Services,Industry Public Administration,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,Total Households,Total Household Income Less than $10K,Total Household Income $10K-$15K,Total Household Income $15K-$25K,Total Household Income $25K-$35K,Total Household Income $35K-$50K,Total Household Income $50K-$75K,Total Household Income $75K-$100K,Total Household Income $100K-$150K,Total Household Income $150K-$200K,Total Household Income $200K Or More,Median Household Income,Mean Household Income,With Earnings,Mean Earnings,With Social Security,Mean Social Security Income,With Retirement Earnings,Mean Retirements Income,With Supplemental Income,Mean Supplemental Income,With Cash Public Assistance,Mean Cash Public Assistance Income,With Food Stamp/SNAP Benefits In The Past 12 Months,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,Median Family Income,Mean Family Income,Per Capita Income,DP03_0089E,Median Nonfamily Income,Mean Nonfamily Income,Median Earnings for Workers,Median Earnings for Full Time Males,Median Earnings for Full Time Females,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E
Seneca,SC,65075,34834,34669,33130,1539,165,30241,33316,15684,15684,15137,3135,2099,11420,7460,32889,28017,3678,0,184,0,1010,30.5,33130,10252,6114,5489,4890,6385,33130,276,4070,6518,371,3294,2129,159,1120,2703,7030,2933,1967,560,33130,25278,4769,2793,290,31530,3355,971,2225,3734,5740,4682,4480,3489,1684,1170,48204,74520,20442,70660,13464,22317,9899,26550,1655,8297,195,-999999999,4691,21214,1361,207,737,1802,3503,4065,3730,3169,1518,1122,63826,92519,30668,10316,29126,36033,29943,40935,34820,78693,71666,48277,38121,7027,16784,483,43187,31675,30542,26456,22924,3863,4086,1133,272,171,190,861,11512,9915,4846,6372,1597
Sevierville,TN,80511,48134,48025,46350,1675,109,32377,-999999999,-999999999,-999999999,-999999999,5621,3167,13476,9111,45752,33143,7210,391,1214,137,3657,25.9,46350,12851,12339,12113,4045,5002,46350,114,3396,2300,705,7008,1916,363,2522,4757,7495,11386,2747,1641,46350,35239,6005,4996,110,37933,2357,1374,4776,3842,4716,7594,5677,4770,1390,1437,57741,71579,27903,69476,16324,19235,11014,22867,2344,8863,752,1779,3851,26538,1050,871,2427,2297,2799,5712,4602,4153,1292,1335,66120,83077,28419,11395,34195,42463,28384,40265,35691,97194,82655,52065,42479,14539,20536,575,56935,42382,41438,30908,26332,5492,10530,944,564,365,305,380,14553,11634,6453,6226,2919
San Luis Obispo,CA,240018,141242,139253,134530,4723,1989,98776,119622,65494,64910,63119,14221,9181,32113,21486,134126,96144,13996,2431,6680,3119,11756,20.3,134530,53022,28276,28676,11511,13045,134530,3594,9182,10262,3034,14748,7022,1950,6608,14910,29993,19031,7162,7034,134530,98967,24618,10698,247,106512,4565,3501,7641,7986,12675,15301,14436,20200,10442,9765,77265,99083,79239,92780,39350,20058,32672,41720,5106,8809,2571,4242,5602,67359,1936,482,2768,2694,7204,9165,10059,16552,8217,8282,98277,117296,38308,39153,41847,62776,32142,61445,42247,276603,260497,205241,101196,16106,53947,2669,164083,124478,120851,110987,99446,14398,9864,3627,3123,2159,1086,504,39605,37017,26304,12576,2588
Santa Cruz,CA,227867,147152,147036,140781,6255,116,80715,115651,69499,69499,66283,14231,9685,34265,27224,138027,95018,14338,3794,7822,5666,11389,30.4,140781,61215,24283,25403,18205,11675,140781,8549,9725,10492,3127,14111,5113,2095,6024,19488,34250,16833,6189,4785,140781,105028,22688,12817,248,97710,2887,3322,7083,6240,9608,11775,11953,17775,10155,16912,89269,126138,76932,121655,30999,21590,25303,36144,4636,11457,1874,4612,8072,61206,898,678,3519,2967,4612,7160,7863,12764,7554,13191,107298,143577,46714,36504,50591,87552,35157,64807,52509,271955,257563,195455,98319,14392,58843,1155,165411,130626,124872,114482,102483,15217,10390,5754,5001,3076,1959,753,34785,32772,21506,12931,2013
Santa Fe,NM,128337,74922,74819,71465,3354,103,53415,67074,37310,37310,35746,7642,4395,17250,12404,70609,53219,8133,624,1126,1156,6351,22.8,71465,31146,15776,12808,6444,5291,71465,789,5809,1942,815,7406,1740,1688,3077,10569,15442,10361,5159,6668,71465,49278,15066,6976,145,62182,4190,2460,4960,6450,7782,10988,8039,8221,3954,5138,61298,88182,44145,75385,25935,20514,19868,35100,2915,10512,1922,2415,6910,36815,1340,628,2323,3355,4381,6934,5215,5210,3209,4220,72542,105959,38172,25367,42764,60132,30808,46605,40321,149100,131267,82544,73738,17833,27584,2938,83695,64190,61163,50769,41770,10589,10394,3027,2634,1430,1563,393,19505,15762,8138,9048,3743
Santa Maria,CA,358847,228361,225653,215213,10440,2708,130486,179553,106120,105241,99617,29597,22383,62029,48726,212698,144346,31915,7157,7541,8133,13606,21.3,215213,81612,44891,35511,33312,19887,215213,21437,14657,12481,3678,17891,6729,3727,9839,29222,50519,26812,11333,6888,215213,167562,32646,14585,420,146466,7692,4196,9418,8160,18542,24604,18347,24942,10682,19883,75653,112619,112603,106420,46514,20113,37204,36527,4367,10337,3163,4125,10887,92089,2061,951,4678,4660,10192,16369,12364,16925,8945,14944,90020,128375,38805,54377,48596,78268,31833,51350,46296,438160,390867,273630,168344,47293,107111,3640,262045,205766,196796,162146,138942,27254,34650,8970,7069,4338,2731,1901,56279,49583,32709,18957,6696
Santa Rosa,CA,411096,268628,268068,258846,9222,560,142468,212917,126629,126576,123041,26947,18508,61162,47058,251132,189234,25446,4316,4491,7261,20384,26.1,258846,107278,48861,52775,26687,23245,258846,7461,21412,24622,5776,31867,9524,5950,12937,33372,54032,28103,14284,9506,258846,197092,34959,26199,596,190689,5502,5102,7965,12457,17673,30647,29719,35816,20487,25321,87828,117426,146898,109380,67736,21231,57636,35987,8147,10974,2130,6597,9249,122317,1303,1220,2980,6390,11208,16675,20728,26324,14898,20591,101449,134368,46006,68372,58408,79234,40183,61939,52296,490339,461724,357455,179405,28615,101540,4584,287821,235894,229089,211872,190430,26611,17217,6805,5166,3378,1867,1639,51927,47187,31857,19542,4740
Savannah,GA,313789,202432,196326,185066,11260,6106,111357,164071,100983,100786,95227,25503,20821,57649,45125,188106,146290,20135,3551,4395,3831,9904,24.4,185066,66568,35929,39014,16011,27544,185066,911,12802,18686,2913,20655,16538,3280,8656,17502,40597,27540,6576,8410,185066,148845,26959,9129,133,142579,8915,6710,13919,12001,16848,28367,19237,20853,7028,8701,60371,81046,110296,80474,45226,19190,33534,27098,6384,9909,1186,-999999999,14638,91724,3409,1789,6526,6662,9314,18111,16580,16338,6159,6836,75041,95317,31541,50855,37163,52201,32142,47833,38588,381986,327543,248281,121552,54443,94870,7978,228899,181112,170590,139720,133325,10933,30870,10522,5088,3043,2431,5434,47787,38273,24498,17796,9514
Shawnee,OK,57615,32767,32641,30858,1783,126,24848,30401,15382,15357,14608,5022,3161,11164,7579,30758,26460,2281,25,240,731,1021,25.4,30858,9067,5912,6617,3984,5278,30858,1174,1822,2547,692,4142,1885,250,944,1919,7995,2943,1707,2838,30858,21413,7395,2050,0,25655,1730,1621,3178,1847,3243,5733,3241,3305,1125,632,53511,69393,18782,66452,9785,17825,6873,27677,1571,8528,1015,1494,3599,17795,618,547,1360,981,2110,4599,2966,2988,1065,561,67204,79357,26207,7860,24391,44536,30988,46901,37444,70658,60173,45028,24523,10485,18402,1642,40676,28834,27253,22892,21263,2463,4361,1581,412,242,178,1169,11842,8552,5142,3945,3290
Sheboygan,WI,92735,61875,61782,60390,1392,93,30860,46106,29046,29046,28384,7269,5585,17377,13901,58859,49949,4697,281,948,890,2094,17.9,60390,20071,8932,11334,6087,13966,60390,1046,3617,20580,1039,6063,1716,393,3236,2501,11661,4008,3568,962,60390,52558,4747,3068,17,48691,1507,1501,3548,4551,7855,11372,7626,6561,2297,1873,60706,77648,36675,80665,15884,20304,14213,20184,1656,12345,434,3468,4123,29812,366,339,413,1798,4026,7592,6475,5229,1837,1737,76098,95510,32928,18879,39925,47253,37302,53355,40808,113141,107606,84628,35430,5535,26187,908,66573,56338,55261,51469,47779,4149,3792,1077,936,564,471,141,10235,9587,5292,4796,648
Shelby,NC,79429,44058,44058,40293,3765,0,35371,42356,21036,21036,18843,5998,4833,13835,9750,39748,33845,2888,0,1845,679,491,27.5,40293,11863,7172,6790,3929,10539,40293,294,3329,8366,479,4893,3396,198,732,2950,7914,4472,1414,1856,40293,33655,4628,1864,146,30599,2949,1896,3858,3354,4558,5767,3542,2828,1051,796,44987,62849,21138,65683,13628,18602,7815,25234,990,9861,720,3638,4413,21410,1772,949,2218,2055,2839,4007,3280,2677,924,689,53571,73524,23519,9189,26313,34505,26860,37672,31554,97697,85372,53499,44307,12325,22370,927,56947,39425,36095,29585,27551,3146,6510,3330,1678,1089,870,1652,17522,14469,6826,8895,3053
Shelton,WA,55065,30090,29551,27282,2269,539,24975,26857,12882,12882,11843,3619,2259,8598,5760,27499,20527,4291,448,686,722,825,34.8,27282,9457,5306,5659,4300,2560,27282,1332,1903,2957,962,3241,963,598,1284,3302,5008,1307,1675,2750,27282,18514,7496,1239,33,24820,1295,366,1656,2257,3284,5459,2249,5224,1980,1050,63983,84850,16905,83402,10624,21655,10404,28546,1741,9890,762,1455,2853,17812,871,182,521,1498,2589,4025,1543,4390,1611,582,69411,85729,32591,7008,44298,72435,36024,51915,40571,65248,61326,46290,29527,3922,13775,673,35812,26866,24605,22747,20434,3594,1858,2261,1580,847,733,681,8946,8286,5166,4298,660
Sherman,TX,106998,66027,65989,62938,3051,38,40971,55989,32832,32832,30624,9884,6449,18779,14409,62351,51543,5356,169,606,584,4093,27.2,62938,18115,10658,15699,6607,11859,62938,1385,5156,7907,1287,8786,4307,265,4074,5115,12343,5893,4148,2272,62938,50139,8124,4666,9,49024,2532,2641,4980,5362,5667,9911,6308,7011,2212,2400,57476,74491,36249,75588,19023,20264,13829,21240,3333,9161,1006,1439,5619,31811,737,868,2161,2949,3829,6291,5221,5648,2178,1929,70323,88008,28576,17213,32442,46475,30607,43580,38768,135108,108829,77787,47723,26279,33307,5070,77058,59523,56548,42423,39605,3667,14125,2975,1332,916,416,1643,17535,12162,7252,6135,5373
Show Low,AZ,84586,38685,38580,34754,3826,105,45901,42439,20092,20092,18602,8462,4578,18637,11064,34268,25412,3401,774,1215,487,2979,22.4,34754,10458,7700,8554,4137,3905,34754,1079,2523,1179,136,4805,1831,498,897,1807,10753,4712,1609,2925,34754,21036,11210,2398,110,38732,4939,1981,4181,6142,6118,6087,3827,3800,1068,589,38897,53425,24967,54772,15223,20073,10292,24270,3439,8736,684,5528,8088,28532,2474,677,2694,5072,4612,4268,3520,3592,1034,589,45764,61031,19284,10200,23328,28663,27124,41630,30825,108425,89486,44601,56329,18939,31002,6419,57012,35438,31907,25880,19395,6956,6027,3531,2495,445,2310,1036,21574,16335,5358,11892,5239
Shreveport,LA,311315,175989,168930,160781,8149,7059,135326,162993,84027,82698,79015,28464,17136,56360,39879,165373,141276,13684,1796,1504,2114,4999,23.2,160781,53917,36423,35646,14491,20304,160781,5889,9798,11049,4427,15824,10371,2282,8658,12909,40448,20018,10046,9062,160781,123965,27161,9175,480,153824,17580,10143,19299,14630,18997,24772,16989,17992,6438,6984,47447,69366,110394,69065,50582,17298,37321,31022,12727,9089,5521,1570,23704,98256,7518,4792,8724,8389,12845,16586,12556,15245,5000,6601,58959,83982,27807,55568,25708,41086,30804,46801,36324,382431,345313,221761,174753,37118,99022,7234,219518,155444,148367,129099,110850,23880,19268,7077,5303,1712,3981,1774,64074,55788,23180,36887,8286
Sierra Vista,AZ,101567,50896,46463,44200,2263,4433,50671,49681,22434,21897,20707,8317,4547,15210,9241,47946,38069,4883,134,1251,445,3164,19.8,44200,15795,10094,9325,4665,4321,44200,1612,2376,2346,404,3823,2139,727,2010,6733,9018,3579,2100,7333,44200,28451,12652,2986,111,51982,4049,2357,5162,5699,9591,8130,5585,7417,2545,1447,48484,67592,33174,64525,22477,20402,18581,30599,3496,10525,1472,3022,8525,32464,1486,497,2023,4221,5846,5707,3522,6081,1895,1186,57991,76919,28373,19518,37769,50361,31300,44798,36488,118090,109450,72165,61221,8640,28141,2145,61289,42342,40388,35696,29778,8908,4692,1954,1909,918,1229,45,18947,17413,9305,10681,1534
Sioux City,IA,110581,76922,76728,74422,2306,194,33659,56091,36334,36266,34912,11000,7338,23566,18370,72981,59364,7480,926,2002,155,3054,18.5,74422,23331,12633,14606,7434,16418,74422,1709,4379,15434,2406,7163,4043,1066,4070,4911,16419,6957,3686,2179,74422,62217,7913,4161,131,56092,2439,2171,5250,6349,7507,8916,9003,10149,2126,2182,60132,74141,45542,74424,15815,19724,12002,21511,2099,10329,1193,1569,5549,36872,1758,1231,1646,2408,4291,6466,6544,8692,1852,1984,77450,86819,28415,19220,31871,43470,33403,46384,37177,143203,134338,97396,52875,8865,38701,534,83355,69898,68037,62201,57247,6734,5836,1861,1376,835,551,485,13457,11505,5937,6589,1952
Sioux Falls,SD,205685,151609,151077,148269,2808,532,54076,102787,72034,71981,71496,22648,18736,43136,36306,145725,121674,13383,626,3383,1645,5014,19.4,148269,58956,23570,31007,13242,21494,148269,2401,9051,15772,5433,14643,6479,2529,16629,13157,37842,13089,7964,3280,148269,126505,14486,7200,78,107499,4147,3111,7600,10182,13213,23112,14777,17195,8175,5987,65566,86574,90689,84678,26740,19705,22544,21162,2893,8173,1825,2066,9743,69412,1454,560,2739,4692,7116,14686,11216,14444,7252,5253,81629,103429,34878,38087,41001,52792,38384,51815,40549,265144,245341,207237,67700,19803,72949,4374,155758,136035,133643,122003,117335,8133,11640,2392,1004,916,88,1388,19723,17427,11543,7730,2296
Somerset,PA,61052,32684,32678,31749,929,6,28368,29123,14970,14970,14639,4224,2944,8539,6111,30987,26663,1917,39,531,258,1579,25.6,31749,10259,5940,5505,3969,6076,31749,1428,2368,4428,597,3619,2523,146,1348,1900,7278,2259,1901,1954,31749,24746,5053,1892,58,29456,1748,1257,3940,3189,5095,5131,3864,3863,812,557,48895,62567,19678,66251,12880,18886,8982,16173,1417,9948,572,2458,3965,19642,597,625,1597,1766,3146,4160,3274,3269,812,396,63990,72544,26159,9814,28144,41012,32146,48283,38012,68398,64958,49166,29402,3440,14144,620,38047,29603,28810,27180,24727,3412,1630,793,674,343,409,119,8444,7485,4106,4299,959
South Bend,IN,257581,159476,159291,152256,7035,185,98105,133823,76503,76335,73324,21817,14462,48500,34568,150194,118545,14855,1932,5899,2587,6376,22.8,152256,55835,27256,31069,10500,27596,152256,953,7616,28184,3558,16304,5542,1911,8684,10007,44482,13192,7533,4290,152256,132265,14984,5007,0,126331,10212,6018,12074,12337,17429,24304,15248,18537,5397,4775,53471,73609,96913,74351,44202,19264,31434,18928,6640,10244,3239,2003,13364,79171,4424,2610,3798,6554,8343,16528,12313,15535,5160,3906,69737,88824,29148,47160,32286,43578,30925,50638,39263,320955,296949,217192,118511,24006,78429,4823,189469,145822,139564,125710,114040,13874,13854,6258,5104,2542,2714,1154,43647,39678,21983,19665,3969
Spartanburg,SC,255132,154269,154269,146410,7859,0,100863,133494,74047,74047,69381,22425,15435,45982,32368,143854,119881,15655,441,1269,1443,5165,23.9,146410,49242,24349,26800,12057,33962,146410,1386,7885,29924,4768,13716,12162,1530,6018,12930,30824,13905,8013,3349,146410,122617,16352,6809,632,121256,7072,6124,11992,12083,15913,26292,16130,15456,5305,4889,55339,71932,90814,73202,43231,20590,29862,21790,5562,10685,997,6805,9477,83432,2481,3113,5402,6541,9964,19124,13303,13935,4867,4702,67229,85316,27969,37824,31108,39048,32398,50269,36878,315591,284979,206607,115172,30612,77811,5194,187116,140464,134948,119948,112975,10517,15000,5516,3792,2211,1681,1724,46652,38042,21964,19630,8610
Spokane,WA,457270,276707,272938,256460,16478,3769,180563,232692,130691,130179,122751,36829,22735,80155,57602,252691,193530,24613,5858,7596,2942,18152,23.7,256460,101988,51860,51397,23005,28210,256460,3349,19173,17230,8488,27692,14079,3214,17473,25882,72942,24869,11342,10727,256460,196601,41501,16963,1395,229880,13318,9993,19819,20945,31994,45266,30436,30600,15886,11623,59646,80075,169628,81757,79853,19982,58290,25606,15198,10355,8524,2820,34386,142072,3934,2899,7229,9412,17350,29729,23023,25650,13323,9523,75380,96342,32168,87808,35727,49194,33588,52189,42736,558123,524788,354705,246062,33335,131624,3730,331165,251258,237568,216102,188717,37237,21466,13690,11626,5905,6264,2064,79907,74622,35049,45891,5285
Springfield,IL,166387,102229,102046,96479,5567,183,64158,88017,49518,49444,47022,13444,9803,28963,24270,95286,77770,8012,1609,1003,1315,5577,19.4,96479,44705,16214,19562,7280,8718,96479,1685,5207,4577,2468,8554,2936,994,7735,9618,26143,7915,4743,13904,96479,68729,23097,4606,47,88394,4924,3573,7005,8463,11290,15848,11927,15309,5456,4599,62205,81973,64825,78942,27830,22007,26165,34249,4564,10127,1471,2087,11606,52283,1398,1299,2718,3653,5597,7840,8667,12163,4541,4407,85809,103052,35802,36111,41323,49727,40444,55238,48738,204825,195315,151763,75223,9510,48177,833,118871,93729,88879,83272,75167,10128,5607,4850,3751,1817,1962,1099,25142,23171,15188,10412,1971
Springfield,MA,581413,363499,362389,346129,16260,1110,217914,307858,183571,183224,176868,39028,28646,88949,69461,340104,272353,24487,8379,12853,4874,17158,24,346129,141901,69785,62449,23874,48120,346129,3772,16734,36030,8207,36907,17084,6069,19875,23584,116979,29727,15924,15237,346129,263480,61595,20030,1024,270899,16905,15028,26281,22261,30103,46294,31900,46150,19003,16974,62346,83898,201592,85975,96304,18330,67394,29652,25954,10124,11067,3026,47646,164740,5802,3409,10049,13412,14569,28463,21597,36802,16523,14114,82165,102194,33702,106159,36831,50577,35561,56711,50012,689692,666909,469741,300369,22783,148905,3100,418445,325380,311828,298439,249876,57809,13389,13552,12332,5692,7291,1220,93065,88247,43218,52784,4818
Springfield,MO,375509,221313,220812,213766,7046,501,154196,193600,105172,104931,102044,28727,19760,65834,45847,209991,174193,17726,3896,4134,2964,7078,23.1,213766,74566,40957,49190,18501,30552,213766,2045,14187,19268,6167,27545,11838,3181,13110,18410,56602,21085,12392,7936,213766,173527,27242,12480,517,198019,15573,10061,25322,23889,27891,36524,23526,22338,7303,5592,47034,65932,142562,68101,61000,19953,41145,26381,15473,9455,3002,3043,24527,119828,4533,2410,10991,11694,15096,25844,18896,19460,6182,4722,62228,81199,27630,78191,27702,39425,31450,43653,37668,461328,402934,301768,149841,58394,109968,11180,276098,204490,198641,171588,164312,11721,27053,5849,4180,2957,1536,1669,71608,53529,31534,25532,18079
Springfield,OH,108730,64874,64705,60900,3805,169,43856,57026,32666,32666,30811,8573,6411,19406,14845,59251,49767,5431,299,947,169,2638,22,60900,17078,12775,12244,5247,13556,60900,591,3582,9821,1543,7622,2959,434,2578,4061,14746,7014,2817,3132,60900,49485,7866,3190,359,54406,4194,2356,5511,7099,7967,10153,6762,6676,2457,1231,50128,66192,38324,67173,20365,17913,17372,25968,3556,9420,2874,2584,8972,35871,1800,953,2184,3591,5143,7613,5303,6188,2025,1071,62358,77919,27212,18535,27513,37695,30364,49806,34130,132508,123753,80351,63746,8755,32048,1382,75306,57804,54804,49637,41595,10066,5167,3000,2514,1060,1746,486,17502,15782,6729,10274,1720
State College,PA,141577,82319,82236,79550,2686,83,59258,67425,38318,38294,37438,6710,4710,15724,10626,78353,55850,6329,4372,5213,1281,5308,20.4,79550,39089,14371,13807,3897,8386,79550,979,2955,5678,1040,8853,2433,1184,3303,8376,31501,6781,3690,2777,79550,57842,17095,4326,287,58963,3992,2209,5937,5190,6470,11419,7298,8628,3817,4003,60706,82780,47993,80255,17162,20864,13921,27523,1430,10013,987,1613,2361,33225,668,550,996,1941,2689,7166,5560,6792,3319,3544,87538,110682,31470,25738,32748,45345,26207,56362,43191,156898,144064,125623,39833,12834,29170,3845,104572,74011,71804,65849,60840,6730,5955,2207,1810,928,882,397,30561,28191,24884,4895,2370
Statesboro,GA,65358,41661,41661,39175,2486,0,23697,33523,20314,20314,18863,4888,4022,9450,6955,37342,30892,3303,496,481,531,1639,23.9,39175,11953,7130,7486,5338,7268,39175,610,3152,3984,527,4635,2745,760,979,2290,10517,4812,2113,2051,39175,28367,8429,2379,0,28660,1679,1833,3362,3068,4178,7392,3529,2093,566,960,50436,61191,22637,59429,6960,16466,5570,34083,938,9029,251,-999999999,3556,16526,1004,708,1019,1233,2205,4940,2306,1730,566,815,62194,73917,22714,12134,29747,38792,22122,43953,34857,79029,68804,54871,21649,10225,18517,792,51641,39195,36771,30450,29062,2428,6321,2424,1527,1451,168,897,12446,10487,8342,2389,1959
Staunton,VA,102573,62924,62764,60916,1848,160,39649,52494,31660,31611,30561,6972,5919,14192,12499,60490,51711,5209,420,1004,76,2070,22.4,60916,20247,12508,10933,6157,11071,60916,1192,5196,7054,2237,6545,3613,845,2551,3467,16170,6290,3277,2479,60916,45820,10948,3896,252,51142,2269,1529,4625,5037,8123,10279,7378,8136,2945,821,57844,71354,37362,71864,20579,19679,16502,19784,1734,9484,726,1715,5111,31874,1009,443,1344,1966,4387,6732,5469,7405,2401,718,75232,86074,30079,19268,36741,44077,36441,48605,39287,117200,107742,83821,44095,9458,24223,1201,66878,56224,54852,48414,44849,4817,6438,1372,657,401,256,715,10654,9704,5825,4911,950
Stevens Point,WI,58813,38801,38730,37304,1426,71,20012,29762,18139,18139,17669,3719,2530,8160,7126,36709,28909,3174,412,1757,873,1584,19.1,37304,14831,5939,6374,3292,6868,37304,1253,1272,6536,758,3559,1494,526,3627,3414,8419,3963,1483,1000,37304,30155,5512,1560,77,29063,1772,1231,2234,3205,4489,5080,3781,4505,1255,1511,56358,78508,21826,78388,9501,21642,8173,26951,967,7327,1930,1725,2858,16337,664,282,623,1133,1837,2944,2554,3736,1176,1388,81331,103010,33081,12726,35362,43375,31653,52179,40860,70486,66924,53888,22888,3562,15062,301,43365,35418,34008,31887,29693,3208,2121,1410,1010,649,396,400,7947,7224,4436,2999,723
Stillwater,OK,67475,38306,38195,36962,1233,111,29169,33897,18031,18031,17152,4952,2297,10014,7264,36842,29228,3876,138,1478,838,1284,18.1,36962,16484,7074,7631,2765,3008,36962,1104,2070,1532,456,3359,1565,829,1122,3380,13546,5885,1378,736,36962,25847,9015,2063,37,31788,4422,1595,4429,3226,5209,4521,3823,2682,793,1088,41272,57813,25129,55058,9342,19726,6415,22039,1174,10031,751,-999999999,3061,18374,1024,156,2115,1272,3065,3161,3476,2398,768,939,58928,74233,22405,13414,18102,33183,20211,41418,31547,80165,70131,59388,20557,10034,18162,2140,50883,35626,34393,29759,28920,1753,4634,1233,624,567,57,609,15257,12606,10635,2619,2651
Stockton,CA,581204,348301,348181,326476,21705,120,232903,293069,157506,157442,147418,57256,31501,135589,86845,315341,249978,37859,7180,4162,2893,13269,36.3,326476,95527,59617,70505,45739,55088,326476,16903,30657,26476,6921,39093,30743,4254,14443,31043,66499,29933,12922,16589,326476,260307,46338,19573,258,230241,10304,7429,18363,19450,25534,43449,28245,38797,20782,17888,68997,92484,184135,92081,61056,18955,56410,31735,21164,10664,7956,4872,33867,171826,5477,3013,13308,12309,16836,33089,21944,33349,17335,15166,76424,100767,28919,58415,41206,55556,35493,49724,44981,748605,697887,445982,321594,50718,215079,6818,438017,324688,306259,276166,224613,58417,30093,18429,15760,7203,8893,2669,113329,102816,51496,57421,10513
Sumter,SC,112760,64207,60372,55660,4712,3835,48553,59075,29651,29575,27777,9830,7254,19380,13979,58751,49721,4359,68,1474,613,2516,24.9,55660,16601,10425,11657,5526,11451,55660,803,4061,7626,820,6184,4328,532,2442,4298,12907,5084,3520,3055,55660,41610,9703,3636,711,56459,5851,2701,7650,4001,8293,11193,7522,6232,1778,1238,49263,60976,41021,59923,21277,17892,14712,22682,3825,8593,1454,2309,9311,38010,2994,717,4421,2547,5877,8505,5697,4472,1626,1154,56098,69749,24594,18449,29746,38659,30072,41054,33980,133836,120803,80195,64617,13033,33294,828,75815,54399,49890,43206,38992,6851,6684,4509,2598,1055,1654,1911,21416,17868,9366,10682,3548
Sunbury,PA,75156,43134,43134,41091,2043,0,32022,37009,20180,20180,19628,5044,3155,11262,8761,40266,33049,3995,134,1467,123,1498,25,41091,10874,9461,7168,4060,9528,41091,851,2282,5075,1147,5718,3230,533,840,2077,11523,3797,1838,2180,41091,34984,4527,1563,17,38592,2156,2158,3787,5975,6123,7457,4307,4681,1313,635,47349,60685,27126,64686,15681,19492,11710,17187,1858,9822,977,1810,5139,24939,1640,359,1536,2495,3815,5689,3447,4061,1283,614,59477,72460,25677,13653,29047,35209,33101,43664,36908,86952,84086,59553,38002,2866,18469,799,49790,38912,37007,35921,31998,4635,1086,1905,1608,492,1116,297,10878,10207,4916,6308,671
Syracuse,NY,529387,329590,328456,315857,12599,1134,199797,274679,165782,165730,159948,40959,31638,85831,63110,311577,247346,24367,7126,10032,7094,15612,22,315857,123917,57722,73587,24399,36232,315857,2481,20007,26214,8681,35334,18943,6185,18464,29928,94279,29050,13401,12890,315857,242222,57125,15639,871,255844,17907,11259,23603,18893,33851,44957,34715,40381,14231,16047,61213,82572,191189,83773,87167,20169,75888,26585,14059,11192,8526,3365,32365,153843,7366,3468,8378,8492,16762,25942,24330,32759,12172,14174,81983,101873,33615,102001,38783,50004,36286,56471,45521,642374,617966,464279,254554,24408,148753,2758,383472,297000,286002,272036,240319,43691,13966,10998,9082,4614,5028,1916,86472,81060,49450,41546,5412
Talladega,AL,64797,34923,34923,31643,3280,0,29874,34028,17443,17443,15928,4630,3885,8685,5546,30637,23851,4411,138,352,949,936,24.1,31643,7429,5186,4878,4436,9714,31643,292,2377,6154,1238,2805,3081,551,1154,1129,6288,3075,1370,2129,31643,24557,5798,1149,139,30602,2965,2071,4131,3744,2350,5011,4122,4361,1106,741,50147,62758,20274,66180,12493,18278,8566,25530,3054,9054,377,-999999999,4997,20515,1154,738,2124,2410,1532,4051,3355,3386,1047,718,65280,73808,24593,10087,22057,36727,30415,51686,33221,76722,68940,45097,34474,7782,18202,736,44357,31810,29048,25769,25163,1915,3279,2762,1362,909,453,1400,12547,10180,4609,6873,2367
