City,State,Population,Population Male,Population Female,Sex Ratio Males per 100 Females,Under 5 Years,5 to 9 years,10 to 14 years,15 to 19 Years,20 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years or Over,Median Age,Under 18 Years,18 Years and Over,21 Years and Over,62 Years and Over,65 Years and Over,Males 18 Years and Over,Females 18 Years and Over,18 and Over Sex Ratio 1 Male to 100 Females,Males 65 Years and Over,Females 65 Years and Over,65 and Over Sex Ratio 1 Male to 100 Females,Single Race Population,Multiracial Population,White Population,Black or African American Population,American Indian and Alaska Native,Cherokee Tribal Grouping,Chippewa Tribal Grouping,Navajo Tribal Grouping,Sioux Tribal Grouping,Asian Population,Asian Indian Population,Chinese Population,Filipino Population,Japanese Population,Korean Population,Vietnamese Population,Other Asian Population,Native Hawaiian and Other Pacific Islander Population,Native Hawaiian Population,Guamanian or Chamorro Population,Samoan Population,Other Pacific Islander Population,Other Race Population,White and Black or African American Multiracial Population,White and American Indian and Alaskan Native Multiracial Population,White and Asian Multiracial Population,Black or African American and American Indian and Alaskan Native Multiracial Population,Hispanic or Latino Population,Mexican Population,Puerto Rican Population,Cuban Population,Other Hispanic or Latino Population,Elligible Voter Population,Elligible Male Voter Population,Elligible Female Voter Population
Hattiesburg,MS,168469,78124,90345,86.5,11838,10963,13383,11333,14266,21508,22815,18319,9699,9066,14135,8015,3129,35.6,41995,126474,117545,30125,25279,58940,67534,87.3,10479,14800,70.8,165498,2971,115229,48628,300,-999999999,-999999999,-999999999,-999999999,887,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,454,-999999999,-999999999,-999999999,-999999999,4653,-999999999,-999999999,-999999999,-999999999,124871,58261,66610
Heber,UT,76236,38492,37744,102,4250,5535,6331,6157,5115,8355,9944,10770,5020,4231,6758,3206,564,37.5,20123,56113,52382,13034,10528,28312,27801,101.8,5285,5243,100.8,75279,957,71580,37,498,-999999999,-999999999,-999999999,-999999999,1401,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1763,-999999999,-999999999,-999999999,-999999999,8953,-999999999,-999999999,-999999999,-999999999,52788,26823,25965
Helena,MT,81293,40132,41161,97.5,4592,3619,5035,5442,4173,9711,9472,9933,6808,6482,10408,4658,960,43.3,16166,65127,61934,19297,16026,31730,33397,95,7768,8258,94.1,77275,4018,75177,797,572,-999999999,-999999999,-999999999,-999999999,598,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,131,-999999999,-999999999,-999999999,-999999999,2106,-999999999,-999999999,-999999999,-999999999,64289,31405,32884
Hermiston,OR,88499,46251,42248,109.5,5987,5435,7566,5785,5077,13245,10632,10263,5322,4811,8960,4107,1309,36.8,22499,66000,62512,17384,14376,34409,31591,108.9,7082,7294,97.1,83773,4726,75357,336,1947,-999999999,-999999999,-999999999,-999999999,1002,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,418,-999999999,-999999999,-999999999,-999999999,4713,126,2872,166,0,25291,23093,0,20,2178,60904,31390,29514
Hickory,NC,369711,181769,187942,96.7,17948,19457,22384,23872,20828,45080,41797,52423,28643,25535,41780,21523,8441,43.3,74617,295094,282716,87507,71744,143498,151596,94.7,31920,39824,80.2,361722,7989,305980,24460,1956,-999999999,-999999999,-999999999,-999999999,10990,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,314,-999999999,-999999999,-999999999,-999999999,18022,4739,463,942,0,28672,19809,2487,382,5994,283382,138092,145290
Hilo,HI,201513,100034,101479,98.6,11414,11731,13098,10962,10436,21122,25683,23432,11640,17970,27945,12024,4056,43.2,43384,158129,151998,55628,44025,77511,80618,96.1,21413,22612,94.7,142617,58896,66070,826,1628,-999999999,-999999999,-999999999,-999999999,47011,83,2245,22934,13718,434,256,7341,23588,18667,0,872,4049,3494,1106,2324,8869,0,25999,8656,10456,76,6811,144347,71193,73154
Hilton Head Island,SC,222195,108363,113832,95.2,11375,9304,13580,13433,14262,24482,20821,24210,15650,15825,35402,19303,4548,46.8,41459,180736,171467,69037,59253,88309,92427,95.5,27435,31818,86.2,214566,7629,155169,44868,401,-999999999,-999999999,-999999999,-999999999,2524,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,11604,2955,525,751,969,24373,12471,2418,843,8641,172796,84698,88098
Hinesville,GA,81344,41148,40196,102.4,8462,4375,8194,5553,6809,14239,10511,7083,3962,3331,5734,2598,493,29.6,24137,57207,53385,10608,8825,27567,29640,93,3262,5563,58.6,76220,5124,40128,29989,593,-999999999,-999999999,-999999999,-999999999,1234,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,19,-999999999,-999999999,-999999999,-999999999,4257,2244,112,505,740,10131,-999999999,-999999999,-999999999,-999999999,55581,26857,28724
Hobbs,NM,71070,36824,34246,107.5,5905,7229,5238,5537,4684,8418,10222,8205,4147,3789,4352,2459,885,33,21140,49930,46763,10167,7696,25659,24271,105.7,3317,4379,75.7,70759,311,62706,3154,678,-999999999,-999999999,-999999999,-999999999,1191,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,3030,-999999999,-999999999,-999999999,-999999999,42705,-999999999,-999999999,-999999999,-999999999,40528,21408,19120
Holland,MI,118081,58833,59248,99.3,7516,7375,8340,7248,6443,14433,14604,14621,8759,8475,12317,6250,1700,40.2,28096,89985,86267,25365,20267,44554,45431,98.1,9429,10838,87,114267,3814,110852,1825,554,-999999999,-999999999,-999999999,-999999999,372,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,664,1342,1312,0,124,8879,-999999999,-999999999,-999999999,-999999999,88281,43511,44770
Homosassa Springs,FL,149657,72006,77651,92.7,5763,4986,7456,5589,5732,12271,11902,16338,11267,12963,28845,20826,5719,57.2,21813,127844,124531,63860,55390,61215,66629,91.9,26040,29350,88.7,147493,2164,137716,5014,548,-999999999,-999999999,-999999999,-999999999,2561,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,128,-999999999,-999999999,-999999999,-999999999,1526,-999999999,-999999999,-999999999,-999999999,9166,2176,2240,935,3815,126179,60432,65747
Hot Springs,AR,99386,47064,52322,90,4956,5503,5138,6124,5100,10991,11839,11609,6856,7471,13322,7852,2625,45.1,19539,79847,76420,28224,23799,36917,42930,86,10833,12966,83.5,96896,2490,86188,8275,849,-999999999,-999999999,-999999999,-999999999,951,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,633,1438,635,212,0,5900,-999999999,-999999999,-999999999,-999999999,78004,36200,41804
Houma,LA,208075,101403,106672,95.1,14313,13944,13551,12201,12588,31491,25472,24539,15100,12177,18484,10134,4081,37,50451,157624,152090,39939,32699,76016,81608,93.1,14843,17856,83.1,202067,6008,156047,35283,7470,-999999999,-999999999,-999999999,-999999999,1768,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1499,1331,3299,595,197,9934,-999999999,-999999999,-999999999,-999999999,153532,73572,79960
Houston,TX,7066140,3497639,3568501,98,503514,495788,555515,490789,448824,1050651,1012824,900033,406292,386488,514490,226275,74657,34.9,1861784,5204356,4929231,1038606,815422,2552356,2652000,96.2,366076,449346,81.5,6869522,196618,4541396,1223778,29270,2444,228,380,661,554324,163363,97648,54407,6818,16837,136039,79212,3505,757,912,423,1413,517249,58243,20682,48385,5517,2682311,1938565,48473,39872,655401,4354670,2120000,2234670
Huntington,WV,355873,172984,182889,94.6,18607,21595,21535,23050,21921,40188,43164,47234,25284,23453,40283,23237,6322,42.1,74829,281044,267253,83624,69842,135600,145444,93.2,30785,39057,78.8,350059,5814,337219,8026,58,-999999999,-999999999,-999999999,-999999999,3565,551,315,1191,0,544,14,950,115,-999999999,-999999999,-999999999,-999999999,1076,3362,689,934,48,4059,-999999999,-999999999,-999999999,-999999999,279350,134799,144551
Huntsville,AL,471824,230012,241812,95.1,27796,25865,32021,30763,29802,64966,59156,62364,32408,32513,43438,22569,8163,38.6,103123,368701,348690,93982,74170,178541,190160,93.9,32629,41541,78.5,459733,12091,328065,106196,2766,-999999999,-999999999,-999999999,-999999999,12004,2901,3869,963,46,1514,1800,911,212,-999999999,-999999999,-999999999,-999999999,10490,4466,3406,2247,153,25500,16504,3330,792,4874,359568,173047,186521
Huntsville,TX,72971,43100,29871,144.3,2654,1734,4859,6134,10863,8488,9505,10403,4168,4329,5840,3005,989,36.7,10730,62241,54900,12473,9834,37400,24841,150.6,4786,5048,94.8,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,13197,-999999999,-999999999,-999999999,-999999999,57055,33779,23276
Hutchinson,KS,61998,31631,30367,104.2,3335,3624,4174,3918,4241,6578,7155,7348,4351,4258,6850,4465,1701,40.4,13405,48593,45987,15099,13016,24453,24140,101.3,5434,7582,71.7,60361,1637,56012,2006,1286,-999999999,-999999999,-999999999,-999999999,374,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,20,-999999999,-999999999,-999999999,-999999999,663,-999999999,-999999999,-999999999,-999999999,6038,-999999999,-999999999,-999999999,-999999999,47618,24076,23542
Idaho Falls,ID,151516,77073,74443,103.5,12094,12644,14186,11073,9447,21127,19088,15572,7525,9258,11711,5910,1881,33.1,46614,104902,99976,24831,19502,52966,51936,102,9133,10369,88.1,147337,4179,138651,374,1435,-999999999,-999999999,-999999999,-999999999,1866,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,14,-999999999,-999999999,-999999999,-999999999,4997,774,1103,1194,0,19462,-999999999,-999999999,-999999999,-999999999,101845,51087,50758
Indiana,PA,84073,42073,42000,100.2,3690,4630,4115,7129,7609,10635,8356,9430,5150,6660,9488,4969,2212,40,15069,69004,62420,21016,16669,34343,34661,99.1,7603,9066,83.9,82502,1571,79268,2480,36,-999999999,-999999999,-999999999,-999999999,512,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,206,-999999999,-999999999,-999999999,-999999999,794,-999999999,-999999999,-999999999,-999999999,68530,34259,34271
Indianapolis,IN,2076531,1015030,1061501,95.6,135808,137383,150752,133249,131514,299903,273955,264247,138341,116515,176008,81168,37688,36.6,507552,1568979,1492600,362328,294864,754451,814528,92.6,127934,166930,76.6,2021935,54596,1579156,322009,4423,-999999999,-999999999,-999999999,-999999999,76977,24060,13602,8808,2587,5141,3320,19459,326,-999999999,-999999999,-999999999,-999999999,39044,27306,6081,8481,750,145561,92865,14211,1869,36616,1496112,715708,780404
Iowa City,IA,173105,85761,87344,98.2,9709,9214,10448,13911,25026,24701,21050,18528,9236,8485,13544,5936,3317,32,35143,137962,124611,28389,22797,67715,70247,96.4,10467,12330,84.9,167843,5262,143034,10905,427,-999999999,-999999999,-999999999,-999999999,9451,2248,3899,150,407,1081,1055,611,107,-999999999,-999999999,-999999999,-999999999,3919,1366,757,2178,5,10144,4507,870,674,4093,127439,62555,64884
Ithaca,NY,102180,50975,51205,99.6,3686,3209,4513,12827,18247,12901,10239,9739,5136,6294,9148,4270,1971,31.3,14453,87727,73210,19649,15389,42906,44821,95.7,6968,8421,82.7,96987,5193,80958,3425,103,-999999999,-999999999,-999999999,-999999999,10022,1008,5827,426,454,799,218,1290,87,-999999999,-999999999,-999999999,-999999999,2392,1599,385,1728,478,5519,1120,758,481,3160,81322,39757,41565
Jackson,MI,158510,80919,77591,104.3,8775,9612,9152,9943,9584,20163,18814,20255,11183,11902,17313,7777,4037,41.3,33533,124977,119162,35722,29127,63474,61503,103.2,13120,16007,82,151740,6770,138115,10910,488,-999999999,-999999999,-999999999,-999999999,1583,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,644,4832,756,501,63,5775,-999999999,-999999999,-999999999,-999999999,123467,62522,60945
Jackson,MS,594800,283427,311373,91,35480,40375,41057,41525,41001,83211,80882,68496,37558,37251,53646,24751,9567,36.9,141186,453614,428263,111342,87964,214028,239586,89.3,37443,50521,74.1,587850,6950,277247,297573,1828,-999999999,-999999999,-999999999,-999999999,7679,3805,2104,375,153,295,127,820,0,-999999999,-999999999,-999999999,-999999999,3523,3555,689,755,343,13940,9194,989,552,3205,446462,210351,236111
Jackson,TN,178644,83308,95336,87.4,10741,12248,11902,10842,13026,20986,21366,21072,13646,10772,18567,10188,3288,39.5,40704,137940,129808,38792,32043,63797,74143,86,13367,18676,71.6,173815,4829,119256,47291,508,-999999999,-999999999,-999999999,-999999999,1697,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,59,-999999999,-999999999,-999999999,-999999999,5004,2850,490,415,44,7424,5129,245,501,1549,135324,62598,72726
Jacksonville,FL,1559514,758991,800523,94.8,94831,95647,102320,90656,91569,221625,200985,199648,107220,101398,153347,75151,25117,38.7,347895,1211619,1159042,313553,253615,582920,628699,92.7,113572,140043,81.1,1507515,51999,1066937,337751,5502,-999999999,-999999999,-999999999,-999999999,58498,10951,6512,22973,806,1231,6760,9265,833,-999999999,-999999999,-999999999,-999999999,37994,14561,5078,15461,747,148108,28149,47267,23180,49512,1158017,555194,602823
Jacksonville,NC,197938,110149,87789,125.5,14494,12707,14044,16280,31737,34669,21798,16892,8515,8066,11320,4563,2853,26.9,48310,149628,134137,23472,18736,83771,65857,127.2,8223,10513,78.2,184924,13014,149113,28855,1153,-999999999,-999999999,-999999999,-999999999,4111,201,1019,1611,332,465,127,356,22,-999999999,-999999999,-999999999,-999999999,1670,5430,1106,2171,0,25521,14452,6334,194,4541,146691,82152,64539
Jamestown,NY,126903,61511,65392,94.1,6736,7533,6350,9294,7935,14645,13667,15406,10148,9174,14732,6934,4349,43.1,25446,101457,95484,31087,26015,49065,52392,93.6,11599,14416,80.5,124101,2802,116198,2959,713,-999999999,-999999999,-999999999,-999999999,838,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,91,-999999999,-999999999,-999999999,-999999999,3302,1678,403,231,126,9864,1685,6795,0,1384,100398,48327,52071
Janesville,WI,163354,79912,83442,95.8,9815,8897,11357,11813,10537,19554,19454,21003,10464,12990,16037,7959,3474,40.3,37401,125953,119615,35138,27470,60964,64989,93.8,12412,15058,82.4,158555,4799,140116,7537,44,-999999999,-999999999,-999999999,-999999999,2023,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,61,-999999999,-999999999,-999999999,-999999999,8774,2382,346,544,564,14936,12304,245,0,2387,122191,58980,63211
Jefferson,GA,72977,35599,37378,95.2,4972,5538,5247,4321,2854,10529,10027,9775,4206,4647,6839,2818,1204,37,18792,54185,52815,13958,10861,26186,27999,93.5,4995,5866,85.2,70818,2159,61658,5157,0,-999999999,-999999999,-999999999,-999999999,1405,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,137,-999999999,-999999999,-999999999,-999999999,2461,-999999999,-999999999,-999999999,-999999999,6153,-999999999,-999999999,-999999999,-999999999,52674,25340,27334
Jefferson City,MO,151418,77785,73633,105.6,9128,10325,9220,8678,8596,19793,19711,19428,9657,10332,15964,7971,2615,39.7,33842,117576,112326,32614,26550,60526,57050,106.1,12467,14083,88.5,147624,3794,133695,11506,757,-999999999,-999999999,-999999999,-999999999,1277,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,389,2686,166,326,0,4063,-999999999,-999999999,-999999999,-999999999,115311,59143,56168
Johnson City,TN,203697,99483,104214,95.5,9312,9614,11569,11760,15790,26538,22432,26977,14965,14803,23210,11882,4845,43.1,36685,167012,157365,48885,39937,81467,85545,95.2,18322,21615,84.8,201402,2295,190648,5802,1656,-999999999,-999999999,-999999999,-999999999,3115,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,63,-999999999,-999999999,-999999999,-999999999,118,-999999999,-999999999,-999999999,-999999999,6515,3456,763,602,1694,164234,79753,84481
Johnstown,PA,130192,63853,66339,96.3,6190,6870,6762,8528,7885,13387,13821,16494,9555,10285,17116,8808,4491,46.3,24713,105479,99486,36609,30415,51104,54375,94,13191,17224,76.6,128150,2042,121803,5575,0,-999999999,-999999999,-999999999,-999999999,514,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,258,1327,159,261,74,2297,504,1128,136,529,105148,50991,54157
Jonesboro,AR,133860,64806,69054,93.8,8618,8707,9183,9497,10333,19032,18208,16143,8197,6717,10586,6676,1963,35.9,31715,102145,95761,23637,19225,48039,54106,88.8,7938,11287,70.3,129338,4522,106801,19696,188,-999999999,-999999999,-999999999,-999999999,1527,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1126,-999999999,-999999999,-999999999,-999999999,6972,-999999999,-999999999,-999999999,-999999999,99335,46532,52803
Joplin,MO,179564,88920,90644,98.1,10363,13094,12526,12032,11759,24217,21929,21195,12368,10288,17160,9076,3557,37.3,43868,135696,128464,36080,29793,65807,69889,94.2,12779,17014,75.1,171829,7735,161780,2409,3077,-999999999,-999999999,-999999999,-999999999,2711,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,117,-999999999,-999999999,-999999999,-999999999,1735,2402,3474,225,30,13517,5275,103,0,8139,130176,62683,67493
Kahului,HI,167488,82749,84739,97.7,9638,10448,10101,9064,7617,20242,23890,21069,13472,9627,19939,9040,3341,41.7,36211,131277,127258,38314,32320,64128,67149,95.5,15088,17232,87.6,132098,35390,56312,719,1220,-999999999,-999999999,-999999999,-999999999,50627,591,1997,31073,10934,945,871,4216,19330,11853,205,184,7088,3890,1122,832,6786,26,19366,8280,6501,176,4409,117451,58844,58607
McAllen,TX,868707,426291,442416,96.4,74973,71491,85644,76350,67002,116661,108441,96150,36459,36756,55196,32738,10846,29.6,278587,590120,543980,119794,98780,284887,305233,93.3,43752,55028,79.5,851031,17676,737925,5029,971,-999999999,-999999999,-999999999,-999999999,8592,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,98514,1428,2224,791,0,803455,773763,3403,475,25814,439083,215862,223221
Meadville,PA,84629,41122,43507,94.5,4532,4534,5057,5689,5143,9290,8936,10919,6446,6023,10813,5203,2044,43.9,17159,67470,63543,21830,18060,32290,35180,91.8,8373,9687,86.4,83240,1389,80721,1459,43,-999999999,-999999999,-999999999,-999999999,739,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4,-999999999,-999999999,-999999999,-999999999,274,-999999999,-999999999,-999999999,-999999999,1195,-999999999,-999999999,-999999999,-999999999,67022,32109,34913
Medford,OR,220944,107682,113262,95.1,11654,12653,13339,11774,12122,25544,26685,26200,14737,14782,30534,15025,5895,43.7,44715,176229,168065,59955,51454,84269,91960,91.6,23262,28192,82.5,212892,8052,201990,1934,2525,-999999999,-999999999,-999999999,-999999999,3196,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,618,-999999999,-999999999,-999999999,-999999999,2629,1304,3466,1743,0,29728,26336,57,386,2949,170465,81548,88917
Memphis,TN,1344910,643556,701354,91.8,90689,91674,92752,89902,86766,191106,169578,169065,86176,85065,118271,55207,18659,36.7,330742,1014168,962981,241838,192137,474408,539760,87.9,80529,111608,72.2,1320886,24024,620191,639948,2178,-999999999,-999999999,-999999999,-999999999,30437,8250,6623,2304,400,880,7960,4020,140,-999999999,-999999999,-999999999,-999999999,27992,7678,5087,4125,2046,78146,54963,3049,2200,17934,979236,455674,523562
Merced,CA,277680,140344,137336,102.2,21078,21182,24512,23411,20037,41053,36588,29971,13120,15018,18908,9431,3371,31.7,80780,196900,181801,40034,31710,99117,97783,101.4,14613,17097,85.5,268949,8731,141038,9337,2821,-999999999,-999999999,-999999999,-999999999,20581,6207,1146,2018,371,423,615,9801,34,-999999999,-999999999,-999999999,-999999999,95138,658,1240,1737,122,169442,160318,425,355,8344,152945,74257,78688
